tweet_id,text,misogyny,category
4054,مستخدم@ وانتي ولائك للسبهان يا تافهة,misogyny,discredit
3321,مستخدم@ مستخدم@ تحياتي عزيزي... اتمنى لك يوم سعيد ومستقبل مشرق للبنان.. بعيد عن اي تحزب وطائفية .. تصحو… https://t.co/FIzGYGHDRa,none,none
5991,مستخدم@ شو موجهنة��‍♀️,none,none
7485,مستخدم@ لك مين عم يحكي!!!! انت ولائك للسعودية واسرائيل واميركا...بس تصيرة لبنانية تعي حاسبينا...,none,none
4326,تاركين #لبنان_ينتفص #لبنان_يثور ومركزيين على مستخدم@ ليش؟ لبنان فيه حرية رأي عبرو عن أراءكم بس بلا أستفزاز للعالم عيب...,none,none
2360,مستخدم@ مستخدم@ وأنا شو فرقانة عندي عيد ميلاد نادر. هبلتك كبيرة.,misogyny,discredit
3129,مستخدم@ يقبر قلبك انشالله,misogyny,damning
4600,RT مستخدم@: مستخدم@ يا ذكية العلم اللبناني بدون علم الحزب معناها بيحكي كمسؤول رسمي طيب هو لا وزير ولا رئيس. آه معقول يكون صار عنجد…,none,none
1873,مستخدم@ انت بمزبلة التاريخ,misogyny,discredit
7496,مستخدم@ باسم الله عليكي.... لأ فتحة ماشالله,none,none
1358,مستخدم@ ايتها الشمطاء اللعينة لم يستفد احد من نكبة 11فبراير غيرك,misogyny,discredit
296,مستخدم@ مبسوطة يا #واطية,misogyny,discredit
821,مستخدم@ ان شاء الله بيقبرك وبنرتاح منك. اذا السيد خيفان هههه. من اسرائيل ما خفنا منا بدك نخاف منكون يا صعاليك.… https://t.co/vNatwW6bEH,misogyny,damning
861,مستخدم@ ديما واطيه ماتسمعني صوتك,misogyny,discredit
3700,مستخدم@ وين المشكل؟ جبران طالب بضبط النفس... مطلب نبيل بس انتي هيئتك مش قادرة تضبتي نفسك...,none,none
5040,مستخدم@ حضرتك خليتي كل واحد يحط الشخص الي علي مزاجه 😂😂😂,none,none
169,مستخدم@ مستخدم@ مجرد انك عم تفتشي ع ثغرات هيدا دليل إفلاس,misogyny,discredit
754,مستخدم@ الله يخرب مخك كما خربتى بلدك ياوش البومه يانحس,misogyny,damning
4507,مستخدم@ يللي في مسلة تحت لسانو بتنعرو,none,none
4513,مستخدم@ انضبي يا فاجرة يا واطية، الجيش خط أحمر,misogyny,discredit
5587,مستخدم@ مستخدم@ غياض الصلح غيّا الحسن,none,none
3395,مستخدم@ الله يسمع منك ويقبر قلبك الهي,misogyny,damning
5607,مستخدم@ تحية الك نانسي السبع وصلتي كلمة الناس ❤,none,none
5504,مستخدم@ عم تتوهمي تشوفي لبنان بلا حزب الله وهم رح يبقى لولاد ولادك واللي بيكرهنا ما رح يحصد إلا أعصاب ووجع القلب وجلطات,none,none
3811,مستخدم@ ما طلع حسك وانصدمتي بالاعتداء على زميلتك #رشا_الزين او مش غريبة عليكي يا منافقة,misogyny,discredit
4847,مستخدم@ انتي خساره فيك المنشار تحتاجين مضراب حق الذبان,misogyny,discredit
4742,مستخدم@ وين الثوره يا مرتزقه في اسطنبول خونه تفوووووووو,misogyny,discredit
367,مستخدم@ كلنا معك #لبنان_ينتفص #نصر_الله_واحد_منهن #كلنا_ديما_صادق,none,none
5730,مستخدم@ انا في رائيي تمسحي البوست دة اشرفلك بدل ما يمسحو بيكي البلاط,misogyny,discredit
4851,مستخدم@ وجعجع واحد منن,none,none
6441,مستخدم@ من فين بيجي الخير ..! من وجهك يا وجه الغراب,misogyny,discredit
3041,مستخدم@ مستخدم@ مستخدم@ ٩٠% من العالم تعبت و نازلين يتظاهرو ضد الفاسدين في كم واحد بعدو مسيس أو من جماع… https://t.co/Ij5gLzPx5t,none,none
686,مستخدم@ حيوانة وتدافع عن حقوق الإنسان ! ثكلتك أمك يا صاحبة الأسنان العفنه,misogyny,damning
402,مستخدم@ أنتي وحدة بلا شرف ,misogyny,discredit
4758,انا بكره الدكاترة و المعيدين الستات والله,misogyny,discredit
6235,مستخدم@ قرود في قمم جبال و قطعان ترعى قات و تخرف خربان نعال قردوغان,none,none
2737,مستخدم@ وانتي قدي بتعملي بتنكي يا عاهرة الصحافة,misogyny,discredit
1452,مستخدم@ ماشاء الله . نلاحظ ان توجهك وخطابك اختلف عن السابق.. نتمنى ان تكون النية صافية ...,none,none
7769,مستخدم@ هل صحيح ما قالته عندك هلاري انه ريحتك مثل ريحة الماعز,misogyny,stereotyping & objectification
2509,مستخدم@ اولها ولن تكن اخرها ..ثورة حتى تسقط كل الطغاة,none,none
2758,مستخدم@ الله لا يوفقهم وانشاله كل مين مد ايدو على مال الشعب بيعمى وما يلاقي حدًا يلمو,none,none
1347,مستخدم@ كيفك يا عاهرة,misogyny,discredit
5989,مستخدم@ مستخدم@ هيدا مندسّ واكيد انت باعتو ������,none,none
420,RT مستخدم@: مستخدم@ مستخدم@ مستخدم@ سدي حلقك. حسابك جاي بس مش من لبنان بل من إلى داعمينك. لانه إلى ما بشتغل لصالح وطنه…,misogyny,discredit
3348,مستخدم@ مسطولة مفوخرة وبالاخر قلعوطة,misogyny,discredit
2096,مستخدم@ السيد لديه الجرأة وقال هذا اما انت فمتعوووووودة داييييما تقولي ما حدن داعميني,none,none
7826,مستخدم@ مستخدم@ مستخدم@ لو الهبل بوجع لصرخت انت الى ما لا نهاية,misogyny,discredit
4977,مستخدم@ اقوى اعلامية بلبنان❤️ بتفوتي عالقلب بإنسانيتك و طيبة قلبك� https://t.co/1S3N3PdZmV,none,none
6097,مستخدم@ بضاعتك كاسدة يا توكل اصبحت تفوح رائحتك الكريهة لدرجة ان موظفي الصرف لا يطيقون العمل في منطقة انبعاث روائحك https://t.co/csPpUnG6He,misogyny,discredit
4905,مستخدم@ سماحة السيد يا واطية يا دجالة ,misogyny,discredit
4238,مخرجه زملكاويه متعصبه ، ازاي تبقي مخرجة نهائي القرن ، اكيد عاطفتها هتخليها تنحاز ل زريبتها ، وقولنا من الاول الستات مكانها المطبخ . #لا_لايناس_عثمان,misogyny,stereotyping & objectification
7117,مستخدم@ ليش مزيّت شعرك هيك !,none,none
7552,مستخدم@ جزمته برقبتك انتى وخرفانك يا نعجة https://t.co/aosi3APUtN,misogyny,dominance
4970,مستخدم@ السيّد قال: لن يسقط العهد. #خيبر_عراسك_ينزل,misogyny,damning
5793,مستخدم@ مستخدم@ ايه #ديما_كذابه #ديما_الحقيرة ��,misogyny,discredit
3149,مستخدم@ والله قاعدين عقلوبكن,none,none
2117,مستخدم@ فشرتي يا زغيري,misogyny,discredit
5562,مستخدم@ عن جد مصدقة اللي عم تقولي؟ بالبرغل والعدس في طائفية وانت جايي تقنعني انه هيدا راح؟ يا بنت شعب بيتروف ك… https://t.co/hDPfLlXkKQ,none,none
1675,مستخدم@ انتي لسه عايشه يا ليليان هي حرقة الترحيل زي الحرامية بالليل كانت جامده معلش معلش,misogyny,discredit
2842,مستخدم@ لو اعرف ليش بتكرهيه هالقد وحاقدة عليه اكيد مش لان مصلحة البلد غيرو نتفوا البلد...غريب,none,none
2323,مستخدم@ مستخدم@ ما خصنا هول رفقاتك �,none,none
3752,مستخدم@ السيد قال في ناس بريئة جوعانة حاملي مطالبها بالحراك وفي ناس مُمولة من سفارات..ليه هالقد مستنفرة بلكي حضرتكن من النوع الاول �,none,none
5375,مستخدم@ مستخدم@ مستخدم@ مستخدم@ مستخدم@ مستخدم@ مساء الأنوار يا ست الستات,none,none
5629,مستخدم@ مستخدم@ حماره من ايام مدرسة البابليه هلق بدك تعملي فهيمه,misogyny,discredit
1051,مستخدم@ البنت مكانها المطبخ ومعروف الذكور اذكى واقوى بنينا لكم الكوكب من البلاطة للطيارة جوالك وسيارتك وساعتك وسروالك ذكور اللي سووها لك لذلك سويي الاكل انتي وياها بهدوء ❤️,misogyny,dominance
3881,مستخدم@ انت وحدة كذابة,misogyny,discredit
7348,مستخدم@ السيد حسن نصرلله بتقولي يا فاشلة ! اختاري مهنة ثانية كرمال لا شكل ولا منطق منعيد الفيديو 20 مرة لنفهم شو عم تحكي�,misogyny,stereotyping & objectification
878,مستخدم@ انت قدن كلن يعطيك العافية,none,none
4059,مستخدم@ وفقك الله لكل طمحاتك بمالايخالف رضا الله,none,none
5445,مستخدم@ يقطع عمرك شو مقرفه تفي تفي,misogyny,discredit
6951,مستخدم@ وليش ما نسمع إدانته لجرائم الحوثي للاسف أصبحت شاقي مع قطر اينما توجهك توجهت كما انخدعنا فيك,none,none
4456,مستخدم@ سخيفة وتافهة.,misogyny,discredit
7351,معليش والله اغلب عقليات البنات زباله ماعممت بس تتخرفن تفقد عقلها,misogyny,derailing
5400,مستخدم@ انتي وجهك ما ينفع حتى بجاكوزي يالله بزريبة بقر,misogyny,discredit
2569,مستخدم@ العمى بهبلتك ولووووو...,misogyny,discredit
1701,مستخدم@ برافوووووو نيكول . هذا لبنان .,none,none
6030,مستخدم@ بس مين حضرتك؟,none,none
3921,مستخدم@ يا حيوانة ليش مين بعبدا و مين الضاحية,misogyny,discredit
1981,مستخدم@ مستخدم@ هيدي كذابة,misogyny,discredit
4705,مستخدم@ مستخدم@ ان شاءالله يقومواباغتصابك الليله,misogyny,sexual harassment
4323,مستخدم@ المناخ نظيف اذا فارقونا اشكالك القذرة,misogyny,discredit
2721,مستخدم@ فرشتي أسنانك اهم شي🤣يكون لا يصير ريحه جسم و فم🤣😅😆😁,misogyny,discredit
2580,مستخدم@ مستخدم@ معها انهيار اعصاب�,none,none
6515,مستخدم@ مش قليلة يا ام نص لسان انت للبشاعة عنوان,misogyny,stereotyping & objectification
4762,مستخدم@ لك الله يقويكي والله مافيني انزل بنتي نايمه ماالي قلب اتركها لحالها بس بعتت زوجي �,none,none
6881,مستخدم@ يا حلوة واللي كانو قطعين الطرق شو بقولون,none,none
4641,مستخدم@ طيب في أهضم و أرتب و أرقى من هيك! كل الاحترام,none,none
4050,مستخدم@ انصحك تزورين عيادة اسنان ترى وضعها غير مقبول حرام عليكي ما نقدر نتابعك احس ان سالفتك مثل وضع اسنانك منظفة الستة الأمامية و الباقية الله يخارجنا,misogyny,stereotyping & objectification
3132,مستخدم@ هلأ تذكرتي طرابلس � عجبي منكن يا راكبات امواج قد تغرقكنّ #طرابلس_تنتفض #طرابلس_عاصمة_الثورة,none,none
2432,مستخدم@ ما اذكاكي!!!!!!! اووووووف بتعرفي بالمونتاج!!!! واااااو شو خل الثقافي!!!!!! مش شعر بدنا!!!. طيب خلص يلا رجعي على الخسة.,misogyny,discredit
7719,مستخدم@ ضال مضل يا وسخة يا زبالة,misogyny,discredit
2111,نانسي السبع انضبي,misogyny,discredit
2133,مستخدم@ انتي ملعووونه الله يلعنك في الدنياء والاخره ياتوكل شرخان الله ينتقم منكي الله يورينا عجائب قدرته فيكي ياافعى يابنت السوق اخخخخخ تفوووو عليكي وعلى نطفتك النجسه,misogyny,discredit
6745,مستخدم@ مستخدم@ حسن نصوالله اوطى منها � وبعدين وجعتلو غاسو للسيد https://t.co/Z5QI025oNJ,none,none
4892,مستخدم@ من شو حضرتك غير مطمئنة؟ ���,none,none
2533,مستخدم@ مخابرات الجيش يا صحافية ولو ما شايف الجاكيت يلي لابسها و ٧اي الصورة من داخل السراي. خففو كذب و فتن يا فيلق الخياط,none,none
3414,مستخدم@ و كأنك تنطقين من مكان آخر غير فمك :/ كلااام خراااا,misogyny,discredit
5036,مستخدم@ عيل اتقول إن تفوح منك رائح شبيهه برائحة الماعز,misogyny,stereotyping & objectification
5003,مستخدم@ العمى شو هبله جنيتي عالاخر���,misogyny,discredit
4546,مستخدم@ يا ريتن كسّروكي,misogyny,threat of violence
3538,مستخدم@ صار للشرشوحة مرجوحة بدك تعملي حالك محللي سياسية وانت بس بتعرفي تحللي Tang جاهلة,misogyny,discredit
5060,مستخدم@ ريحتك معفنه ي راعية الماعز لكن مصلحة امريكاء تقتقضي ذالك 😂😂😂,misogyny,stereotyping & objectification
496,مستخدم@ مستخدم@ انا بطرابلس بجبلك معي زنود الست او حلاوة الجبن,none,none
1543,قسما بالله الست مكانها المطبخ فعلا الحمارة رافعة الراية بقالها سنة و الكورة مش اوفسايد نهائي ميتين الشوالي هو كمان,misogyny,stereotyping & objectification
6253,مستخدم@ من بعد اللي شفته كرهت جنس النسوان كلهم,misogyny,discredit
2924,مستخدم@ انت اكيد ما سمعت الخطاب بس المهم تتمسخري ، خليكي محترمة حالك بإحترامك للرئيس، او خليكي ساكتة احسن,none,none
405,مستخدم@ يا ولية أنتي ماتوبتيش بعد ما شاطوكي في نص الليل بالبيجامة ، أنتي بقي مش هتعترفي بغلطك بتأييد المجرمين علي اللي اتعمل فيكي دة,none,none
6364,مستخدم@ تضربي شو سئيله,misogyny,discredit
7271,انا بكره لما يبقوا بنات صغيرين و متقمصين دور الستات 🙂 الناس دي لازم تموت علشان البشريه تترحم,misogyny,discredit
1679,مستخدم@ يجو على طرابلس و الباقي هين #لبنان_يتنفض,none,none
6509,هبد الستات ف الكوره ده تانى اوسخ حاجه بعد هبد الستات ف الكوره,misogyny,dominance
2518,مستخدم@ مستخدم@ ليه ما بتحكي عن الزعرنات اللي صارت مبارح؟ منحازة ومنك موضوعية واعلامية فاشلة,misogyny,discredit
3385,مستخدم@ النفاق يجري في دمك يا متسوله,misogyny,discredit
4679,مستخدم@ ركزي في بلدك يابنت الهبلة ، صباح الزفت على دماغك ..,misogyny,discredit
6576,RT مستخدم@: مستخدم@ مساكين هالاعلاميات، متل الشبيحة,misogyny,discredit
3540,مستخدم@ حقاً رائع .. إنسان إنسان إنسان مبدع مصري عظيم. 🙏🏻🙏🏻🙏🏻,none,none
2978,مستخدم@ الماكر لاصلو بلا اصل يا حجة ديما... بحب قلك انت رجعي لاصلك لنرجع نستقبلك بالخيام بدل ما نزعبك بالرناجر والصرامي,misogyny,threat of violence
5209,مستخدم@ الوحيد اللي يقدر عليك هو طبيب الاسنان والمكان الوحيد اللي يحتاج ثورة هو اسنانك عسى ربي ياخذ فك الحمار هذي ويخلصنا منها 😂😂 https://t.co/SXi5bwPrWS,misogyny,stereotyping & objectification
5650,مستخدم@ يا حياتي انتي صحافية! ما تكتبي شي قبل ما تتأكدي من صحة معلوماتك.. شيلي البوست الله يرضى عليكي ���� https://t.co/LtZEHzhi3l,none,none
6196,مستخدم@ كلي خرا بليززز,misogyny,discredit
6024,مستخدم@ مستخدم@ مستخدم@ هاي هاي لا تسرقي كلامي و معروف ان الحرمه هي الي ناقصه عقل و من ضلع اعوج يا العوجه,misogyny,dominance
4808,مستخدم@ المنشار ما يرضي يقطع لحمك العفن لانك خاينة لوطنك اولا فماذا يرتجي منك,misogyny,discredit
4279,مستخدم@ الله يسامحك فضحك على الهواء مباشرة ���� https://t.co/h2eiQHyacm,none,none
5540,مستخدم@ مستخدم@ مستخدم@ هيدي الحجلة مراوغة ومخادعة,misogyny,discredit
7559,مستخدم@ بس يا ديما بس انت يا شطافة الدراج بال otv مش رح تعربشي ع ضهر الشعب .,misogyny,stereotyping & objectification
3566,مستخدم@ ولك روحي ولي إم نص لسان!! مش السيد بتضحكي عليه بشقفة صورة!,misogyny,stereotyping & objectification
4113,أنت الأقوى ❤ #كلنا_ديما_صادق مستخدم@,none,none
5917,مستخدم@ ادينى قفلت الفيس بسبب وجهك العكر,misogyny,stereotyping & objectification
4904,مستخدم@ ماحدش طلب رايك ولا حد طلب منك انك تقوليلنا ايه اللي حصل احنا عارفين كل حاجة,none,none
46,مستخدم@ حتى لا ينسى العالم أن سيسي انقلابي إبن كلب https://t.co/ET1lowYait,none,none
463,مستخدم@ خنزيرة انت يا بيبي❤️,misogyny,discredit
6248,مستخدم@ انتي سمعتي نشيد سنخوض البحر معك سنموت و نحيا معك او لا؟ سمعيها و يا ريت خفيفي حمرنة شوي نصيحة مني �� ال… https://t.co/0tVYppGSfs,misogyny,discredit
6023,مستخدم@ انت محترمه و نموذج مشر ف للمراءة اليمنيه الله معك و لا تخافي لامومه لائم,none,none
164,مستخدم@ سدي بوزك راس الفتنة انتي,misogyny,discredit
4447,مستخدم@ مستخدم@ مستخدم@ ياسين جابر بحب الرز,none,none
4621,مستخدم@ عدال يا مارتن لوثر والله وجهك من كثر الأثام صاير مثل طحال مدمن غرا,misogyny,discredit
1710,"مستخدم@ أتمنى لو أنك أمامي لأخلع نعلي وأضعه بوجهك الذي عليه غضب من الله وأثق أن النعل سيغضب علي ويقول ""بأي ذنب أهنتني"" 🥺؟",misogyny,threat of violence
2152,مستخدم@ خففى البرسيم ونظفى اسنانك قبل النباح 😷,misogyny,stereotyping & objectification
6184,مستخدم@ لاوالله ثوراتكم هي خدمة لاسرائيل لتدمير الجيوش العربيه والخليجيه والحفاظ على جيوش تركيا وايران واسرائيل .. حسبي الله عليك ياتوكل البسوس تفووو 💦💦💦,misogyny,damning
5668,مستخدم@ مشكلتك هي الشرف عاملتلكً عقدة نفسية؟ طيب شفتي حكيم؟ طيب ليه انت بلا شرف ، بحسً انو من ايدك,misogyny,discredit
6181,مستخدم@ مستخدم@ لعما ما احمرك,misogyny,discredit
1226,مستخدم@ مستخدم@ لعمى شو انها كذابة!,misogyny,discredit
7188,مستخدم@ طول عم بنت شوارع ماشي جديد عليكي��,misogyny,discredit
6015,مستخدم@ نشالله يا رب يقبرك هلق قبل بكرة���,misogyny,damning
6598,مستخدم@ مستخدم@ مستخدم@ لو انتي و بييرو بتحمسوا اهل طرابلس أنن يطالبو بتفعيل: المرفأ المعرض مطار القل… https://t.co/Ff2zVkuJot,none,none
418,مستخدم@ هما فعلاً مناضلتان انهم استحملوا ريحتك .😂😂,misogyny,stereotyping & objectification
6244,مستخدم@ مستخدم@ وانا من الناس لنزلت عالمظاهرات فجأة لقينا الشعار تغير وعم تسوقلو هيدي الحشرة,misogyny,discredit
5169,مستخدم@ يبدو ان القات اللي وصلك من اليمن مضروب فرشي اسنانك اولا بعدها نتفاهم معاك...,misogyny,discredit
2537,مستخدم@ مستخدم@ هذا رأيك واحترمي آراء الاخرين هذا رئيس البلاد وكفه نظيف مش متل الخياط,none,none
4563,مستخدم@ ديما السافلة والمنحطة أخلاقيا هيي النتنة دائما,misogyny,discredit
3760,مستخدم@ مستخدم@ ديما� الرخيصة ألواطية�، أوطى من ألسرماية، هالحرباية �,misogyny,discredit
7526, مستخدم@ مستخدم@ مستخدم@ الحرمة مهما بلغت تبقى ناقصة عقل ، ولا تعرف مصلحتها ، وهي تابع ولا يمكن ان تكون قائدة ، وبلاش بربرة واخرجوني من المنشن يزعجني ثرثرة الحريم ولا يهمني كلامكم,misogyny,stereotyping & objectification
6191,مستخدم@ اقراى الاول وانتى تعرفى وبلاش تدخلى فى المنطقه ده لانه ده دين مش لغب عيال وانتى مسيحيه خليكى فى دينك وبلاش هبل,none,none
7161,مستخدم@ ولوووووو شو هبلة,misogyny,discredit
2562,مستخدم@ امشي يا ساقطه دوري من يلمك يا تربية وسخه,misogyny,discredit
4,مستخدم@ اهلا وسهلا فيكي بطرابلس,none,none
4675,مستخدم@ نشالله بضل قاهرك يا خبيثة #يامريضة_موتي,misogyny,discredit
6944,مستخدم@ وحد يكره السجن من اجل الحريه ..عقبالك ولاوانت لا تحبين الحريه.,none,none
6725,مستخدم@ العار هو انت يا حقيره لما تتكلمي علي سيدك تتكلمي بأدب يا عديمة الادب و التربيه.,misogyny,discredit
5358,مستخدم@ يغني انتي عايزه ايه خلاص عرفنا انك شاذه,misogyny,discredit
1843,هودي اللي مش مبلكينّي بعد مستخدم@ مستخدم@ مستخدم@ مستخدم@ #صار_الوقت وينكن https://t.co/LdvxmRJAGm,none,none
5968,مستخدم@ قناة الفتنة وانت مراسة بلا ضمير,misogyny,discredit
4240,مستخدم@ #ديما_الحقيرة,misogyny,discredit
4130,مستخدم@ الهي ربنا يبتليكي بمصيبه تأخدك يا 👹👹👹,misogyny,damning
7521,مستخدم@ وانت كمان حقيرة و محرضة.,misogyny,discredit
1389,مستخدم@ فرحانة كتير… لعلها تكون خيرا https://t.co/v8R9qsQA1U,none,none
631,مستخدم@ شكرا ديما صادق من القلب �,none,none
1732,مستخدم@ سلامتك يا نوال,none,none
6980,مستخدم@ بسك وشوفيلك راجل خروف من خرفان تركيا يلمك يا نوبل,misogyny,dominance
1746,مستخدم@ شو الهيئة القبضة كبيرة�,none,none
283,انت الثوره يا ديما انت سمير قصير انت جبران و بيار انت وليد عيدو انت الصرخه انت الحق بعد ميه سنه صوتك ليبقى و صوتهم ما حدا بيسمعوا مستخدم@,none,none
1241,مستخدم@ و الحشا واطية �,misogyny,discredit
747,مستخدم@ انقذوا البداوي من مين؟؟؟؟ يا عيب الشوم ع مصداقيتك ومهنيتك...تأكدي قبل من الخبر ورجعي تعاطفي,none,none
1944,RT مستخدم@: #كلنا_ديما_صادق لأنها ضد القمع والظلم، لأنها ضد الفساد، ولانها مواطنة لبنانية ١٠٠%... بكفي تبعية عمياء لزعمائكم يلي مش ح…,none,none
885,مستخدم@ الجيش بدو يدعس راسك وراس كل اللي متلك للي بكبو فتن,misogyny,threat of violence
185,مستخدم@ تروح روحك فاضية تافهة,misogyny,discredit
4612,مستخدم@ مش صحيح حكيك اتصلو بمستشفى النجدة الشعبية في النبطية: الدم الذي احتاجه المستشفى ليس بسبب فض الاعتصام في… https://t.co/DGJzxofVcR,none,none
2426,مستخدم@ لعنت الله عليش من يومنا هذا الى يوم الدين,misogyny,damning
7723,مستخدم@ ابقي حطي، برفيم فضحتينا جتك نيله في، شكلك العكر،,misogyny,stereotyping & objectification
342,مستخدم@ كلي خرى وبلا لعب على خيوط الطائفية كل واحد يعبد الله بطريقتو وانت طلعي منها #لبنان_الحرية,misogyny,discredit
6464,مستخدم@ والنبى بلاش يابومة داانتى وش خراب ونحس,misogyny,discredit
5364,مستخدم@ في مذكراتها تقول ريحتك معفنه ههههههه,misogyny,stereotyping & objectification
6206,مستخدم@ اشرف صحافيه ديما صادق ✌✌,none,none
7473,مستخدم@ مستخدم@ وإنت يا مصروعه فين ولك انضبي لا معروفي بنت ولا معروفي صبي ولك ما عندك اهل يضبوكى شكلك كلك على بعضك غلط,misogyny,stereotyping & objectification
4798,مستخدم@ رح تاكلي كف مني لو شفتك بالمظاهرة,misogyny,threat of violence
2609,مستخدم@ كل خرا خرا خرا يالخرا تفووووه,misogyny,discredit
6120,مستخدم@ طز فيش وفي فيسبوك يا احقر من انجبت الامهات ... اتفوووووووووووه,misogyny,discredit
4107,مستخدم@ لعمى بش بس وقحه كذابه كمان,misogyny,discredit
4183,مستخدم@ حسب السلاح بوجه مين يا هبلة!,misogyny,discredit
520,مستخدم@ بيكونوا فكروكي شاب � ما تواخذينا,misogyny,discredit
132,مستخدم@ يا صرماية حضري الفيديو، عنجد دايما بتخليني بهدلك، يلا اسطفلي، كلي خرا https://t.co/exsNuLp2b6,misogyny,discredit
1229,مستخدم@ استحي على دمك ،يا عيب الشوم على اخلاقك القذرة. الجيش بامرة الرئيس والاوادم وبس,misogyny,discredit
2072,مستخدم@ حريه العماله و النبطاح لليهود كل يوم يحطوش في وضيفه ليس حبن في وجهك الخسيس ولكن لن يجدو من يقدم لهم خدمات اكثر منكم,misogyny,discredit
6319,مستخدم@ بلالك هالشقلبة خليكي بكلن كلن بيبسطوا اكتر وخاصة اذا كانو جماعية لانو واحد واحد ما فيها بسط كتير �,none,none
4589,مستخدم@ خبيثة وحقيرة,misogyny,discredit
1404,مستخدم@ قبح الله وجهك ايتها العجوز الشمطاء ايتها المرتزقه تعشين على القاذورات انتى بعتى كرامتك باابخص ثمن,misogyny,damning
5734,مستخدم@ مستخدم@ تحتفلو بالنصر في ثورتكم انشاء الله ���,none,none
7334,مستخدم@ وأنتي تتحملين نسبة الثلوث المنتشر في العالم بسبب أسنانك ورائحة فمك الكريهة . ممكن تستخدمي فرشاة ومعجون,misogyny,stereotyping & objectification
4284,مستخدم@ اللي عم يسبوكي هنيي ناس طاءفية لازم ينشرحلون شو يعني objectif et subjectif كل ما انسان بيخالفهم الرأي… https://t.co/TABcGN4jDa,none,none
1906,مستخدم@ المقاومة رح يبقى صباتها داعس بقلبك,misogyny,threat of violence
7582,مستخدم@ يالساحره الشريرة ناقصك مكنسه وقطوه سودا وتطيرين فيها ومسويه متأثره من التنمر الله ياخذك ويفك العالم من محنتك وشبقك يالعجوز الشمطاء https://t.co/c9jZRYpB0K,misogyny,discredit
3818,مستخدم@ يا الله شو قادميّة شو هالمبادرة فشرتي تشوهي سمعت لجنوب يا واطية. #تفه,misogyny,discredit
2761,مستخدم@ انتبهي يحطولك شي محشاية يا ديما,misogyny,threat of violence
4518,عايزة اعمل حملة هتلرية لإبادة النسوان و بعد ماخلص عليهم كلهم اموت نفسي,misogyny,threat of violence
1373,مستخدم@ #ديما_الوطنية ✊⚘ ويا جبل ما يهزك ريح https://t.co/1uil1cTb0v,none,none
2431,مستخدم@ من انتي ايتها الدنيئه حتى تتكلمي عن نريد نحن الشعوب العربيه نريد تحرير فلسطين وانهاء الاحتلال الصهيوني,misogyny,discredit
5014,سلسلة نانسي السبع فرطيت https://t.co/xnOsIjUCUH,none,none
3282,مستخدم@ رح تموتي قد مافي جواتك سم,misogyny,discredit
5477,مستخدم@ اي روحي رقصيلن,misogyny,stereotyping & objectification
4397,مستخدم@ هههههه قد ما تويتاتك كانوا ضد الحزب قبل... ما حدا قادر يقرأ او يستوعب�‍♂️,none,none
3977,مستخدم@ أنشالله رصاصة بقالبك,misogyny,damning
1822, مستخدم@ مستخدم@ احرقوكم حرق الجيش خلوكم يم نسوانكم تلبسون لبس الحريم,none,none
165,مستخدم@ استحي بقا كلي هوا .جيبي الاولى بلشرشحة وبلبهدلي وبعدك عمتتفلسفي اخرسي وانضبي شرشوحة ما تتدخلي بلحراك واللا صتدوق البندورة طاهزتلك,misogyny,discredit
5843,مستخدم@ احنا ك يمنين ندعمكم لدعسها واهناتها فمثلك يستحق الاهانه وبجدار يا صعلوكه,misogyny,derailing
6637,مستخدم@ ما ملاقية تنشهري بطريقة نظيفة يعني؟,none,none
3758,مستخدم@ ما عم بفهم عليكي والله، شو يعني شباب من حزب الله؟aliens هني يعني؟لي مصرة تسيسي الثورة ؟ شو الو معنى هالتويت اساسا ولاي فئة موجه!,none,none
4573,مستخدم@ أمية وغير مثقفة,misogyny,discredit
1639,مستخدم@ بعيدا عن الموضوع .. وحشتينا جدا يا أستاذة ❤,none,none
7285,مستخدم@ بس لحط شي بإجري ��� ,misogyny,discredit
5121,مستخدم@ ������صدقناك ما تحلفي,none,none
5864,مستخدم@ انبحي فالنباح لغتك انتي ومن معك حتى اللي في قبره لم يسلم من السنتكم القذره تفو,misogyny,discredit
5695,مستخدم@ كلنا معكم من كل لبنان,none,none
5585,مستخدم@ انشالله بيقبرك ديما...,misogyny,damning
6105,مستخدم@ #السيد_اشرف_منن,none,none
5926,مستخدم@ لا حول ولا قوّك الّا بالله!!! يا اختي اذا ما في معك معلومات ليه بث الإشاعات! ولك امتين بدك تصيري صحفية انتِ!!!!!,none,none
5080,مستخدم@ فيكي تسميهن اتباع بس غنم ايهاني لزملاءك بالوطن بعدن ممكن هل تسمية تنطبق عليكي وعلي محركك,none,none
3621,مستخدم@ للتيار و حزب الله كل شي مسموح لهم إما انتفاضة الشعب و الثورة لا ، الله ينصركم يا شعب لبنان. ما حدا اكبر من بلده ربنا على الظلام,none,none
5138,مستخدم@ تكفي ارادتك الصلبة و ابتسامتك الجميلة تا حتى ترجعي تقومي يا رب,none,none
106,مستخدم@ ايش الريحة المقرفة إللي فاحت مع تغريدتك اف اف اف 😷 يالمخيسة كم مرة أقولك فرشي أسنانك,misogyny,stereotyping & objectification
6106,مستخدم@ ريحتك راح تصرع جميع المتواجدين في الجلسة الافتتاحية كان الله في عونهم سيكون هناك خساير في الارواح,misogyny,stereotyping & objectification
